,fecha_scrapeo,Name_company,Num_flight,Name_Destiny,Time_flight,flight_state,flight_capacity,Aircraft,Gate,Type_f,week_day,day_time,festivo,Visper_fest,Airline_Type,OCC
1013,2025-11-24,Grupo wizz,W61478,warsaw,19:00:00,Retrasado,239,Airbus A321neo,S,EU,Lunes,Tarde,0,0,Low_Cost,0.97
1017,2025-11-24,Eurowings,EW7521,hamburg,19:40:00,En hora,226,Airbus A321,U,EU,Lunes,Tarde,0,0,Low_Cost,0.95
1019,2025-11-24,Grupo wizz,W61706,gdansk,19:40:00,Retrasado,230,Airbus A321,U,EU,Lunes,Tarde,0,0,Low_Cost,0.97
1022,2025-11-24,Grupo easy,U28058,london,19:45:00,En hora,156,Airbus A319,M,INT,Lunes,Tarde,0,0,Low_Cost,0.97
1023,2025-11-24,Volotea,V71415,verona,19:55:00,En hora,180,Airbus A320,U,EU,Lunes,Tarde,0,0,Low_Cost,0.95
1024,2025-11-24,Grupo wizz,W64666,larnaca,19:55:00,En hora,230,Airbus A321,W,INT,Lunes,Tarde,0,0,Low_Cost,0.95
1026,2025-11-24,Air Arabia Maroc,3O378,tanger,20:05:00,En hora,174,Airbus A320,Y,INT,Lunes,Noche,0,0,Low_Cost,0.95
1030,2025-11-24,Grupo easy,EC1956,milan,20:15:00,Retrasado,180,Airbus A320,R,EU,Lunes,Noche,0,0,Low_Cost,0.97
1031,2025-11-24,Grupo wizz,W42940,vienna,20:20:00,En hora,239,Airbus A321neo,S,EU,Lunes,Noche,0,0,Low_Cost,0.97
1032,2025-11-24,Grupo easy,EC1010,"basel, switzerland/mulhouse",20:30:00,En hora,156,Airbus A319,R,EU,Lunes,Noche,0,0,Low_Cost,0.95
1033,2025-11-24,T'Way Air,TW408,seoul/incheon,20:30:00,Retrasado,246,Airbus A330-200,W,INT,Lunes,Noche,0,0,Low_Cost,0.95
1034,2025-11-24,Volotea,V72135,bordeaux,20:30:00,En hora,180,Airbus A320,U,EU,Lunes,Noche,0,0,Low_Cost,0.95
1037,2025-11-24,Transavia,TO4759,paris,20:45:00,En hora,186,Airbus A320neo,S,EU,Lunes,Noche,0,0,Low_Cost,0.97
1038,2025-11-24,Grupo wizz,W62378,budapest,20:45:00,Retrasado,239,Airbus A321neo,S,EU,Lunes,Noche,0,0,Low_Cost,0.97
1041,2025-11-24,Volotea,V72165,nantes/atlantique,20:50:00,Retrasado,156,Airbus A319,S,EU,Lunes,Noche,0,0,Low_Cost,0.95
1043,2025-11-24,Aer Lingus,EI565,dublin,21:05:00,En hora,174,Airbus A320,W,INT,Lunes,Noche,0,0,Low_Cost,0.96
1046,2025-11-24,Grupo easy,EC1380,geneva,21:20:00,Retrasado,180,Airbus A320,R,EU,Lunes,Noche,0,0,Low_Cost,0.95
1047,2025-11-24,Grupo wizz,W43178,bucharest,21:20:00,Retrasado,239,Airbus A321neo,S,EU,Lunes,Noche,0,0,Low_Cost,0.95
1048,2025-11-24,Grupo wizz,W43406,cluj-napoca,21:25:00,Retrasado,186,Airbus A320neo,S,EU,Lunes,Noche,0,0,Low_Cost,0.95
1051,2025-11-24,Grupo wizz,W46020,rome,21:35:00,Retrasado,239,Airbus A321neo,S,EU,Lunes,Noche,0,0,Low_Cost,0.96
1056,2025-11-24,Grupo easy,U22706,bristol,21:55:00,En hora,186,Airbus A320neo,M,INT,Lunes,Noche,0,0,Low_Cost,0.94
1057,2025-11-24,Grupo wizz,W64116,belgrade,21:55:00,Retrasado,230,Airbus A321,W,INT,Lunes,Noche,0,0,Low_Cost,0.95
1059,2025-11-24,Grupo wizz,W45154,tirana,22:45:00,En hora,239,Airbus A321neo,W,INT,Lunes,Noche,0,0,Low_Cost,0.95
1060,2025-11-25,Grupo easy,EC7105,geneva,06:00:00,En hora,156,Airbus A319,R,EU,Martes,Mañana,0,0,Low_Cost,0.95
1064,2025-11-25,Grupo easy,EC7101,"basel, switzerland/mulhouse",07:25:00,En hora,156,Airbus A319,R,EU,Martes,Mañana,0,0,Low_Cost,0.95
1065,2025-11-25,Grupo easy,EC8062,london,07:30:00,En hora,156,Airbus A319,M,INT,Martes,Mañana,0,0,Low_Cost,0.97
1069,2025-11-25,Grupo easy,EC3737,milan,08:00:00,En hora,180,Airbus A320,R,EU,Martes,Mañana,0,0,Low_Cost,0.97
1071,2025-11-25,Grupo wizz,W43938,chisinau,09:00:00,Retrasado,180,Airbus A320,Y,INT,Martes,Mañana,0,0,Low_Cost,0.95
1072,2025-11-25,Grupo wizz,W62048,krakow,09:05:00,En hora,230,Airbus A321,U,EU,Martes,Mañana,0,0,Low_Cost,0.97
1075,2025-11-25,Grupo wizz,W61914,vilnius,09:20:00,Retrasado,239,Airbus A321neo,U,EU,Martes,Mañana,0,0,Low_Cost,0.97
1076,2025-11-25,Grupo wizz,W43176,bucharest,09:25:00,Retrasado,239,Airbus A321neo,U,EU,Martes,Mañana,0,0,Low_Cost,0.95
1077,2025-11-25,Grupo wizz,W62376,budapest,09:25:00,Retrasado,239,Airbus A321neo,U,EU,Martes,Mañana,0,0,Low_Cost,0.97
1078,2025-11-25,Grupo wizz,W42938,vienna,09:35:00,Retrasado,239,Airbus A321neo,S,EU,Martes,Mañana,0,0,Low_Cost,0.97
1079,2025-11-25,Air Arabia Maroc,3O378,tanger,09:45:00,En hora,174,Airbus A320,Y,INT,Martes,Mañana,0,0,Low_Cost,0.95
1080,2025-11-25,Air Serbia,JU581,belgrade,09:55:00,Retrasado,144,Airbus A319,W,INT,Martes,Mañana,0,0,Legacy,0.86
1082,2025-11-25,Grupo wizz,W61476,warsaw,10:15:00,En hora,239,Airbus A321neo,U,EU,Martes,Mañana,0,0,Low_Cost,0.97
1085,2025-11-25,Azerbaijan Airlines,J246,baku,10:45:00,En hora,186,Airbus A320neo,W,INT,Martes,Mañana,0,0,Low_Cost,0.95
1086,2025-11-25,Aer Lingus,EI563,dublin,11:30:00,En hora,174,Airbus A320,Y,INT,Martes,Mañana,0,0,Low_Cost,0.96
1088,2025-11-25,Icelandair,FI597,keflavik,11:50:00,Retrasado,160,Boeing 737 MAX 8,U,EU,Martes,Mañana,0,0,Legacy,0.86
1090,2025-11-25,Grupo easy,EC7151,milan,12:20:00,En hora,156,Airbus A319,R,EU,Martes,Tarde,0,0,Low_Cost,0.97
1091,2025-11-25,Norwegian Air Sweden AOC,D83657,copenhagen,12:30:00,En hora,189,Boeing 737-800,S,EU,Martes,Tarde,0,0,Low_Cost,0.97
1093,2025-11-25,Pegasus Airlines,PC1092,istanbul,12:45:00,En hora,220,Airbus A321,W,INT,Martes,Tarde,0,0,Low_Cost,0.95
1095,2025-11-25,Norwegian Air Sweden AOC,D81741,oslo,13:25:00,En hora,189,Boeing 737-800,S,EU,Martes,Tarde,0,0,Low_Cost,0.95
1096,2025-11-25,FlyOne,5F5512,chisinau,13:30:00,En hora,180,Airbus A320,Y,INT,Martes,Tarde,0,0,Low_Cost,0.95
1099,2025-11-25,Kuwait Airways,KU136,kuwait city,14:25:00,En hora,278,Airbus A330-900,W,INT,Martes,Tarde,0,0,Legacy,0.86
1100,2025-11-25,Bluebird Airways,BZ251,tel aviv,14:45:00,En hora,180,Airbus A320,Y,INT,Martes,Tarde,0,0,Low_Cost,0.95
1105,2025-11-25,Transavia,HV5134,amsterdam,17:45:00,En hora,232,Airbus A321neo,U,EU,Martes,Tarde,0,0,Low_Cost,0.95
1107,2025-11-25,Grupo easy,EC7103,"basel, switzerland/mulhouse",18:10:00,En hora,156,Airbus A319,R,EU,Martes,Tarde,0,0,Low_Cost,0.95
1111,2025-11-25,Grupo wizz,W61176,katowice,18:55:00,En hora,230,Airbus A321,S,EU,Martes,Tarde,0,0,Low_Cost,0.95
1112,2025-11-25,Grupo wizz,W61478,warsaw,19:00:00,En hora,239,Airbus A321neo,U,EU,Martes,Tarde,0,0,Low_Cost,0.97
1114,2025-11-25,Eurowings,EW9443,dusseldorf,19:35:00,En hora,180,Airbus A320,U,EU,Martes,Tarde,0,0,Low_Cost,0.95
1115,2025-11-25,Grupo wizz,W64406,sofia,19:35:00,En hora,239,Airbus A321neo,U,EU,Martes,Tarde,0,0,Low_Cost,0.97
1116,2025-11-25,Grupo easy,U28058,london,19:45:00,Retrasado,156,Airbus A319,M,INT,Martes,Tarde,0,0,Low_Cost,0.97
1117,2025-11-25,Transavia,HV6790,eindhoven,19:55:00,Retrasado,189,Boeing 737-800,S,EU,Martes,Tarde,0,0,Low_Cost,0.95
1118,2025-11-25,Air Arabia Maroc,3O642,tanger,20:00:00,En hora,174,Airbus A320,Y,INT,Martes,Noche,0,0,Low_Cost,0.95
1119,2025-11-25,Grupo easy,EC1956,milan,20:15:00,En hora,180,Airbus A320,R,EU,Martes,Noche,0,0,Low_Cost,0.97
1121,2025-11-25,Transavia,TO4759,paris,20:45:00,En hora,186,Airbus A320neo,U,EU,Martes,Noche,0,0,Low_Cost,0.97
1122,2025-11-25,Grupo easy,EC1380,geneva,21:15:00,Retrasado,180,Airbus A320,R,EU,Martes,Noche,0,0,Low_Cost,0.95
1124,2025-11-25,Grupo wizz,W46020,rome,21:35:00,En hora,239,Airbus A321neo,U,EU,Martes,Noche,0,0,Low_Cost,0.96
1129,2025-11-26,Grupo easy,EC7105,geneva,06:10:00,Retrasado,156,Airbus A319,R,EU,Miércoles,Mañana,0,0,Low_Cost,0.95
1131,2025-11-26,Grupo easy,EC7193,leeds bradford,06:30:00,En hora,156,Airbus A319,M,INT,Miércoles,Mañana,0,0,Low_Cost,0.95
1135,2025-11-26,Grupo easy,EC7101,"basel, switzerland/mulhouse",07:20:00,En hora,156,Airbus A319,R,EU,Miércoles,Mañana,0,0,Low_Cost,0.95
1136,2025-11-26,Grupo easy,EC8062,london,07:20:00,En hora,156,Airbus A319,M,INT,Miércoles,Mañana,0,0,Low_Cost,0.97
1137,2025-11-26,Grupo easy,EC3737,milan,08:25:00,En hora,180,Airbus A320,R,EU,Miércoles,Mañana,0,0,Low_Cost,0.97
1138,2025-11-26,Grupo easy,EC7161,napoli,09:20:00,En hora,156,Airbus A319,R,EU,Miércoles,Mañana,0,0,Low_Cost,0.97
1139,2025-11-26,Grupo wizz,W43176,bucharest,09:25:00,En hora,230,Airbus A321,U,EU,Miércoles,Mañana,0,0,Low_Cost,0.95
1140,2025-11-26,Grupo wizz,W62376,budapest,09:25:00,En hora,239,Airbus A321neo,U,EU,Miércoles,Mañana,0,0,Low_Cost,0.97
1142,2025-11-26,Air Arabia Maroc,3O376,al aaroui,09:35:00,Retrasado,174,Airbus A320,Y,INT,Miércoles,Mañana,0,0,Low_Cost,0.93
1143,2025-11-26,Grupo wizz,W42940,vienna,09:35:00,En hora,239,Airbus A321neo,U,EU,Miércoles,Mañana,0,0,Low_Cost,0.97
1146,2025-11-26,Air Arabia Maroc,3O642,tanger,10:05:00,Retrasado,174,Airbus A320,Y,INT,Miércoles,Mañana,0,0,Low_Cost,0.95
1147,2025-11-26,Transavia,HV5132,amsterdam,10:05:00,En hora,232,Airbus A321neo,U,EU,Miércoles,Mañana,0,0,Low_Cost,0.95
1149,2025-11-26,Grupo wizz,W61476,warsaw,10:15:00,En hora,239,Airbus A321neo,U,EU,Miércoles,Mañana,0,0,Low_Cost,0.97
1151,2025-11-26,Air Baltic,BT878,tallinn,10:35:00,En hora,148,Airbus A220-300,U,EU,Miércoles,Mañana,0,0,Low_Cost,0.97
1153,2025-11-26,SkyUp MT,U5406,chisinau,10:50:00,En hora,149,Boeing 737-700,W,INT,Miércoles,Mañana,0,0,Low_Cost,0.95
1154,2025-11-26,Grupo easy,U22704,bristol,10:55:00,En hora,186,Airbus A320neo,M,INT,Miércoles,Mañana,0,0,Low_Cost,0.94
1156,2025-11-26,Aer Lingus,EI563,dublin,11:30:00,En hora,174,Airbus A320,Y,INT,Miércoles,Mañana,0,0,Low_Cost,0.96
1159,2025-11-26,Pegasus Airlines,PC1092,istanbul,12:45:00,Retrasado,239,Airbus A321neo,W,INT,Miércoles,Tarde,0,0,Low_Cost,0.95
1162,2025-11-26,Norwegian Air Sweden AOC,D81741,oslo,13:25:00,En hora,189,Boeing 737-800,U,EU,Miércoles,Tarde,0,0,Low_Cost,0.95
1163,2025-11-26,Eurowings,EW521,cologne-bonn,13:25:00,En hora,180,Airbus A320,S,EU,Miércoles,Tarde,0,0,Low_Cost,0.97
1164,2025-11-26,Luxair,LG3592,luxembourg,13:40:00,En hora,76,de Havilland Dash 8-400,U,EU,Miércoles,Tarde,0,0,Legacy,0.86
1165,2025-11-26,Turkish Airlines,TK608,ankara,13:40:00,En hora,165,Boeing 737-800,Y,INT,Miércoles,Tarde,0,0,Legacy,0.86
1166,2025-11-26,Bluebird Airways,BZ251,tel aviv,14:45:00,Retrasado,189,Boeing 737-800,W,INT,Miércoles,Tarde,0,0,Low_Cost,0.95
1167,2025-11-26,Norwegian Air Sweden AOC,D83659,copenhagen,14:45:00,En hora,189,Boeing 737 MAX 8,U,EU,Miércoles,Tarde,0,0,Low_Cost,0.97
1168,2025-11-26,Eurowings,EW2521,stuttgart,15:10:00,En hora,150,Airbus A319,S,EU,Miércoles,Tarde,0,0,Low_Cost,0.95
1171,2025-11-26,Grupo wizz,W46728,venice,15:40:00,En hora,239,Airbus A321neo,U,EU,Miércoles,Tarde,0,0,Low_Cost,0.97
1172,2025-11-26,Pegasus Airlines,PC1094,istanbul,15:45:00,Retrasado,220,Airbus A321,Y,INT,Miércoles,Tarde,0,0,Low_Cost,0.95
1173,2025-11-26,Volotea,V71415,verona,15:45:00,En hora,180,Airbus A320,U,EU,Miércoles,Tarde,0,0,Low_Cost,0.95
1175,2025-11-26,Transavia,TO4755,paris,16:45:00,Retrasado,186,Airbus A320neo,U,EU,Miércoles,Tarde,0,0,Low_Cost,0.97
1178,2025-11-26,Grupo wizz,W67920,kopitnari,17:15:00,En hora,239,Airbus A321neo,Y,INT,Miércoles,Tarde,0,0,Low_Cost,0.95
1180,2025-11-26,Iberojet,E9803,palmerola,17:40:00,En hora,432,Airbus A350-900,W,INT,Miércoles,Tarde,0,0,Low_Cost,0.95
1182,2025-11-26,Grupo wizz,W43686,iasi,18:30:00,En hora,180,Airbus A320,U,EU,Miércoles,Tarde,0,0,Low_Cost,0.95
1183,2025-11-26,Grupo easy,EC7103,"basel, switzerland/mulhouse",18:35:00,En hora,156,Airbus A319,R,EU,Miércoles,Tarde,0,0,Low_Cost,0.95
1184,2025-11-26,Grupo easy,EC7155,milan,19:00:00,En hora,156,Airbus A319,R,EU,Miércoles,Tarde,0,0,Low_Cost,0.97
1186,2025-11-26,Grupo wizz,W61478,warsaw,19:00:00,En hora,239,Airbus A321neo,U,EU,Miércoles,Tarde,0,0,Low_Cost,0.97
1190,2025-11-26,Eurowings,EW9443,dusseldorf,19:35:00,En hora,180,Airbus A320,U,EU,Miércoles,Tarde,0,0,Low_Cost,0.95
1192,2025-11-26,Transavia,HV6064,rotterdam,19:40:00,En hora,189,Boeing 737-800,U,EU,Miércoles,Tarde,0,0,Low_Cost,0.95
1193,2025-11-26,Grupo easy,U28058,london,19:45:00,Retrasado,156,Airbus A319,M,INT,Miércoles,Tarde,0,0,Low_Cost,0.97
1194,2025-11-26,Grupo wizz,W61706,gdansk,19:50:00,En hora,239,Airbus A321neo,U,EU,Miércoles,Tarde,0,0,Low_Cost,0.97
1198,2025-11-26,Grupo easy,EC1956,milan,20:15:00,En hora,180,Airbus A320,R,EU,Miércoles,Noche,0,0,Low_Cost,0.97
1199,2025-11-26,Air Arabia Maroc,3O378,tanger,20:20:00,Retrasado,174,Airbus A320,Y,INT,Miércoles,Noche,0,0,Low_Cost,0.95
1200,2025-11-26,T'Way Air,TW408,seoul/incheon,20:30:00,Retrasado,294,BOEING 777-300ER,Y,INT,Miércoles,Noche,0,0,Low_Cost,0.95
1201,2025-11-26,Air Serbia,JU585,belgrade,20:35:00,En hora,144,Airbus A319,Y,INT,Miércoles,Noche,0,0,Legacy,0.86
1202,2025-11-26,Grupo wizz,W62378,budapest,20:45:00,En hora,239,Airbus A321neo,U,EU,Miércoles,Noche,0,0,Low_Cost,0.97
1203,2025-11-26,Transavia,TO4759,paris,20:50:00,En hora,186,Airbus A320neo,U,EU,Miércoles,Noche,0,0,Low_Cost,0.97
1204,2025-11-26,Grupo easy,U22326,london,20:55:00,En hora,186,Airbus A320neo,M,INT,Miércoles,Noche,0,0,Low_Cost,0.97
1205,2025-11-26,Grupo easy,EC1380,geneva,21:15:00,Retrasado,180,Airbus A320,R,EU,Miércoles,Noche,0,0,Low_Cost,0.95
1206,2025-11-26,Grupo wizz,W43406,cluj-napoca,21:25:00,En hora,180,Airbus A320,U,EU,Miércoles,Noche,0,0,Low_Cost,0.95
1207,2025-11-26,Grupo wizz,W46020,rome,21:35:00,En hora,239,Airbus A321neo,U,EU,Miércoles,Noche,0,0,Low_Cost,0.96
1211,2025-11-27,Grupo easy,EC7105,geneva,06:10:00,En hora,156,Airbus A319,R,EU,Jueves,Mañana,0,0,Low_Cost,0.95
1213,2025-11-27,Grupo easy,EC7191,glasgow,06:40:00,En hora,156,Airbus A319,M,INT,Jueves,Mañana,0,0,Low_Cost,0.95
1218,2025-11-27,Grupo easy,EC7101,"basel, switzerland/mulhouse",07:30:00,En hora,156,Airbus A319,R,EU,Jueves,Mañana,0,0,Low_Cost,0.95
1219,2025-11-27,Grupo easy,EC7151,milan,07:30:00,En hora,156,Airbus A319,R,EU,Jueves,Mañana,0,0,Low_Cost,0.97
1221,2025-11-27,Norwegian Air Sweden AOC,D85510,copenhagen,07:55:00,En hora,189,Boeing 737-800,U,EU,Jueves,Mañana,0,0,Low_Cost,0.97
1226,2025-11-27,Grupo wizz,W43938,chisinau,09:00:00,En hora,180,Airbus A320,Y,INT,Jueves,Mañana,0,0,Low_Cost,0.95
1228,2025-11-27,Grupo wizz,W62048,krakow,09:05:00,En hora,239,Airbus A321neo,U,EU,Jueves,Mañana,0,0,Low_Cost,0.97
1230,2025-11-27,Grupo wizz,W61914,vilnius,09:20:00,En hora,239,Airbus A321neo,U,EU,Jueves,Mañana,0,0,Low_Cost,0.97
1231,2025-11-27,Grupo wizz,W43176,bucharest,09:25:00,En hora,239,Airbus A321neo,U,EU,Jueves,Mañana,0,0,Low_Cost,0.95
1232,2025-11-27,Grupo wizz,W62376,budapest,09:25:00,En hora,239,Airbus A321neo,U,EU,Jueves,Mañana,0,0,Low_Cost,0.97
1234,2025-11-27,Grupo wizz,W42938,vienna,09:35:00,En hora,230,Airbus A321,S,EU,Jueves,Mañana,0,0,Low_Cost,0.97
1235,2025-11-27,Air Serbia,JU581,belgrade,09:55:00,En hora,144,Airbus A319,Y,INT,Jueves,Mañana,0,0,Legacy,0.86
1236,2025-11-27,Grupo easy,EC7656,lisbon,10:00:00,En hora,230,Airbus A321,R,EU,Jueves,Mañana,0,0,Low_Cost,0.97
1238,2025-11-27,Transavia,HV5132,amsterdam,10:05:00,En hora,232,Airbus A321neo,U,EU,Jueves,Mañana,0,0,Low_Cost,0.95
1239,2025-11-27,Grupo wizz,W61476,warsaw,10:15:00,En hora,239,Airbus A321neo,U,EU,Jueves,Mañana,0,0,Low_Cost,0.97
1243,2025-11-27,Grupo easy,U28056,london,10:35:00,En hora,180,Airbus A320,M,INT,Jueves,Mañana,0,0,Low_Cost,0.97
1244,2025-11-27,Grupo easy,U25716,southend,10:40:00,En hora,186,Airbus A320neo,M,INT,Jueves,Mañana,0,0,Low_Cost,0.95
1245,2025-11-27,Azerbaijan Airlines,J246,baku,10:45:00,En hora,186,Airbus A320neo,W,INT,Jueves,Mañana,0,0,Low_Cost,0.95
1248,2025-11-27,Grupo easy,U22704,bristol,11:05:00,En hora,180,Airbus A320,M,INT,Jueves,Mañana,0,0,Low_Cost,0.93
1252,2025-11-27,Aer Lingus,EI563,dublin,11:30:00,Retrasado,174,Airbus A320,W,INT,Jueves,Mañana,0,0,Low_Cost,0.96
1253,2025-11-27,Grupo easy,EC7131,nice/cote d'azur,12:00:00,En hora,156,Airbus A319,R,EU,Jueves,Tarde,0,0,Low_Cost,0.95
1254,2025-11-27,Grupo easy,EC8064,london,12:10:00,En hora,156,Airbus A319,M,INT,Jueves,Tarde,0,0,Low_Cost,0.97
1257,2025-11-27,Pegasus Airlines,PC1092,istanbul,12:45:00,Retrasado,239,Airbus A321neo,Y,INT,Jueves,Tarde,0,0,Low_Cost,0.95
1258,2025-11-27,Grupo wizz,W67022,bratislava,12:55:00,En hora,239,Airbus A321neo,U,EU,Jueves,Tarde,0,0,Low_Cost,0.95
1260,2025-11-27,Volotea,V71445,olbia,13:05:00,En hora,180,Airbus A320,S,EU,Jueves,Tarde,0,0,Low_Cost,0.95
1261,2025-11-27,Norwegian Air Shuttle,DY1741,oslo,13:25:00,En hora,189,Boeing 737-800,S,EU,Jueves,Tarde,0,0,Low_Cost,0.95
1263,2025-11-27,Luxair,LG3592,luxembourg,13:35:00,Retrasado,76,de Havilland Dash 8-400,U,EU,Jueves,Tarde,0,0,Legacy,0.86
1267,2025-11-27,Transavia,TO4755,paris,13:45:00,En hora,189,Boeing 737-800,U,EU,Jueves,Tarde,0,0,Low_Cost,0.97
1268,2025-11-27,Jet2,LS804,manchester,13:50:00,En hora,189,Boeing 737-800,Y,INT,Jueves,Tarde,0,0,Low_Cost,0.97
1270,2025-11-27,Air Baltic,BT684,riga,14:05:00,En hora,148,Airbus A220-300,S,EU,Jueves,Tarde,0,0,Low_Cost,0.97
1271,2025-11-27,Grupo easy,EC7153,milan,14:10:00,En hora,156,Airbus A319,R,EU,Jueves,Tarde,0,0,Low_Cost,0.97
1272,2025-11-27,SunExpress,XQ895,izmir,14:15:00,En hora,189,Boeing 737-800,Y,INT,Jueves,Tarde,0,0,Low_Cost,0.95
1273,2025-11-27,Kuwait Airways,KU136,kuwait city,14:25:00,En hora,278,Airbus A330-900,W,INT,Jueves,Tarde,0,0,Legacy,0.86
1274,2025-11-27,Norwegian Air Sweden AOC,D85502,stockholm,14:40:00,En hora,189,Boeing 737-800,U,EU,Jueves,Tarde,0,0,Low_Cost,0.97
1275,2025-11-27,Bluebird Airways,BZ251,tel aviv,14:45:00,En hora,189,Boeing 737-800,W,INT,Jueves,Tarde,0,0,Low_Cost,0.95
1276,2025-11-27,SmartWings,QS1059,prague,14:55:00,En hora,149,Airbus A220-300,U,EU,Jueves,Tarde,0,0,Low_Cost,0.97
1279,2025-11-27,Grupo wizz,W46728,venice,15:40:00,En hora,239,Airbus A321neo,S,EU,Jueves,Tarde,0,0,Low_Cost,0.97
1281,2025-11-27,Volotea,V73573,asturias,16:05:00,En hora,156,Airbus A319,S,NAC,Jueves,Tarde,0,0,Low_Cost,0.95
1282,2025-11-27,Volotea,V73700,vitoria,16:15:00,En hora,180,Airbus A320,S,NAC,Jueves,Tarde,0,0,Low_Cost,0.95
1286,2025-11-27,Grupo easy,EC1378,geneva,16:50:00,Retrasado,180,Airbus A320,R,EU,Jueves,Tarde,0,0,Low_Cost,0.95
1288,2025-11-27,Grupo easy,EC7173,berlin,17:25:00,En hora,156,Airbus A319,R,EU,Jueves,Tarde,0,0,Low_Cost,0.97
1290,2025-11-27,Volotea,V72327,strasbourg,17:30:00,En hora,180,Airbus A320,S,EU,Jueves,Tarde,0,0,Low_Cost,0.95
1291,2025-11-27,Transavia,HV5136,amsterdam,17:45:00,En hora,189,Boeing 737-800,U,EU,Jueves,Tarde,0,0,Low_Cost,0.95
1295,2025-11-27,Grupo easy,EC7139,rennes/saint-jacques,18:15:00,En hora,180,Airbus A320,R,EU,Jueves,Tarde,0,0,Low_Cost,0.95
1298,2025-11-27,Grupo easy,EC7103,"basel, switzerland/mulhouse",18:40:00,En hora,156,Airbus A319,R,EU,Jueves,Tarde,0,0,Low_Cost,0.95
1300,2025-11-27,Grupo wizz,W43180,bucharest,18:45:00,En hora,230,Airbus A321,S,EU,Jueves,Tarde,0,0,Low_Cost,0.95
1301,2025-11-27,Grupo wizz,W61176,katowice,18:55:00,En hora,180,Airbus A320,U,EU,Jueves,Tarde,0,0,Low_Cost,0.95
1303,2025-11-27,Grupo easy,EC7155,milan,19:15:00,En hora,156,Airbus A319,R,EU,Jueves,Tarde,0,0,Low_Cost,0.97
1306,2025-11-27,Grupo wizz,W64406,sofia,19:35:00,En hora,239,Airbus A321neo,U,EU,Jueves,Tarde,0,0,Low_Cost,0.97
1307,2025-11-27,Air Arabia Maroc,3O378,tanger,19:40:00,Retrasado,174,Airbus A320,Y,INT,Jueves,Tarde,0,0,Low_Cost,0.95
1308,2025-11-27,Eurowings,EW2521,stuttgart,19:40:00,Retrasado,232,Airbus A321neo,S,EU,Jueves,Tarde,0,0,Low_Cost,0.95
1309,2025-11-27,Grupo wizz,W61478,warsaw,19:40:00,En hora,239,Airbus A321neo,U,EU,Jueves,Tarde,0,0,Low_Cost,0.97
1311,2025-11-27,Grupo easy,U28058,london,19:45:00,En hora,156,Airbus A319,M,INT,Jueves,Tarde,0,0,Low_Cost,0.97
1313,2025-11-27,Volotea,V72167,lille/lesquin,19:55:00,En hora,180,Airbus A320,S,EU,Jueves,Tarde,0,0,Low_Cost,0.95
1314,2025-11-27,Transavia,HV6788,eindhoven,20:00:00,En hora,189,Boeing 737-800,U,EU,Jueves,Noche,0,0,Low_Cost,0.95
1315,2025-11-27,Grupo easy,EC1956,milan,20:15:00,En hora,180,Airbus A320,R,EU,Jueves,Noche,0,0,Low_Cost,0.97
1316,2025-11-27,Air Arabia Maroc,3O376,al aaroui,20:25:00,Retrasado,174,Airbus A320,Y,INT,Jueves,Noche,0,0,Low_Cost,0.93
1319,2025-11-27,Grupo wizz,W62378,budapest,20:45:00,En hora,239,Airbus A321neo,S,EU,Jueves,Noche,0,0,Low_Cost,0.97
1320,2025-11-27,Transavia,TO4759,paris,20:50:00,En hora,186,Airbus A320neo,U,EU,Jueves,Noche,0,0,Low_Cost,0.97
1321,2025-11-27,Grupo easy,U22324,london,20:55:00,En hora,186,Airbus A320neo,M,INT,Jueves,Noche,0,0,Low_Cost,0.97
1322,2025-11-27,Grupo wizz,W64738,skopje,20:55:00,En hora,239,Airbus A321neo,W,INT,Jueves,Noche,0,0,Low_Cost,0.95
1324,2025-11-27,Aer Lingus,EI565,dublin,21:05:00,En hora,174,Airbus A320,Y,INT,Jueves,Noche,0,0,Low_Cost,0.96
1325,2025-11-27,Grupo easy,EC1380,geneva,21:15:00,Retrasado,180,Airbus A320,R,EU,Jueves,Noche,0,0,Low_Cost,0.95
1327,2025-11-27,Grupo wizz,W43178,bucharest,21:20:00,En hora,230,Airbus A321,S,EU,Jueves,Noche,0,0,Low_Cost,0.95
1328,2025-11-27,Grupo wizz,W43406,cluj-napoca,21:25:00,En hora,180,Airbus A320,R,EU,Jueves,Noche,0,0,Low_Cost,0.95
1331,2025-11-27,Grupo wizz,W46020,rome,21:35:00,En hora,230,Airbus A321,S,EU,Jueves,Noche,0,0,Low_Cost,0.96
1332,2025-11-27,Grupo wizz,W64116,belgrade,22:10:00,Retrasado,239,Airbus A321neo,W,INT,Jueves,Noche,0,0,Low_Cost,0.95
1333,2025-11-27,Grupo wizz,W45154,tirana,22:45:00,En hora,230,Airbus A321,Y,INT,Jueves,Noche,0,0,Low_Cost,0.95
1334,2025-11-28,Grupo easy,EC7105,geneva,06:10:00,En hora,156,Airbus A319,R,EU,Viernes,Mañana,0,0,Low_Cost,0.95
1341,2025-11-28,Grupo easy,EC7101,"basel, switzerland/mulhouse",07:20:00,En hora,156,Airbus A319,R,EU,Viernes,Mañana,0,0,Low_Cost,0.95
1342,2025-11-28,Grupo easy,EC7199,edinburgh,07:20:00,En hora,156,Airbus A319,M,INT,Viernes,Mañana,0,0,Low_Cost,0.97
